epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,274.696,3.1728,4.95191,3.48305,0.01885,0.08781,0.02331,0.00621,3.00679,4.44259,3.45022,3.29987e-05,3.29987e-05,3.29987e-05
148,276.538,3.09583,4.97761,3.50006,0.44678,0.01537,0.02232,0.00621,3.0018,4.43901,3.4493,3.24097e-05,3.24097e-05,3.24097e-05
149,278.367,3.06426,4.98758,3.48598,0.43264,0.01917,0.02457,0.00668,3.00311,4.43852,3.44502,3.18206e-05,3.18206e-05,3.18206e-05
150,280.227,3.07948,4.96414,3.44863,0.42841,0.02352,0.02681,0.00688,3.00605,4.43398,3.43972,3.12316e-05,3.12316e-05,3.12316e-05
151,282.089,3.06926,4.98751,3.49972,0.41352,0.02064,0.02551,0.0065,3.01444,4.43172,3.4363,3.06425e-05,3.06425e-05,3.06425e-05
152,284.106,3.10061,4.98816,3.45934,0.39844,0.02176,0.02522,0.00556,3.02081,4.41677,3.43453,3.00535e-05,3.00535e-05,3.00535e-05
153,286.045,3.04882,4.98703,3.48475,0.38205,0.01707,0.01586,0.00484,3.02885,4.41652,3.43267,2.94644e-05,2.94644e-05,2.94644e-05
154,287.909,3.13361,4.97644,3.4708,0.39574,0.01801,0.01529,0.005,3.02886,4.40813,3.43134,2.88754e-05,2.88754e-05,2.88754e-05
155,289.885,3.07175,4.90392,3.46446,0.41411,0.01826,0.01429,0.00486,3.02277,4.4064,3.43028,2.82863e-05,2.82863e-05,2.82863e-05
156,291.821,3.08666,4.97954,3.47296,0.39728,0.01535,0.02342,0.00671,3.01823,4.40407,3.42964,2.76972e-05,2.76972e-05,2.76972e-05
157,293.859,3.09234,4.96302,3.47341,0.3737,0.01626,0.0245,0.00692,3.0111,4.40455,3.42713,2.71082e-05,2.71082e-05,2.71082e-05
158,295.917,3.15074,4.99505,3.47567,0.40246,0.02038,0.02568,0.00814,3.00237,4.39844,3.42918,2.65191e-05,2.65191e-05,2.65191e-05
159,297.944,3.12706,5.03692,3.48354,0.40081,0.02649,0.02498,0.00774,2.99839,4.39854,3.42664,2.59301e-05,2.59301e-05,2.59301e-05
160,299.987,3.10819,4.93694,3.46974,0.30426,0.03823,0.02362,0.0073,2.99679,4.40253,3.42673,2.5341e-05,2.5341e-05,2.5341e-05
161,301.932,3.15749,4.92097,3.46664,0.40393,0.02125,0.02793,0.00779,2.99405,4.39721,3.42249,2.4752e-05,2.4752e-05,2.4752e-05
162,303.974,3.0909,4.97418,3.4601,0.40407,0.01797,0.02561,0.0071,2.99005,4.40381,3.42454,2.41629e-05,2.41629e-05,2.41629e-05
163,305.932,3.10164,4.97964,3.43568,0.41535,0.02347,0.02443,0.00812,2.9904,4.4021,3.42481,2.35739e-05,2.35739e-05,2.35739e-05
164,307.734,3.0722,4.89895,3.43918,0.39247,0.02543,0.02461,0.00835,2.98949,4.40508,3.42439,2.29849e-05,2.29849e-05,2.29849e-05
165,309.61,3.13685,4.89607,3.41034,0.39293,0.02854,0.02435,0.00836,2.99206,4.39027,3.42078,2.23958e-05,2.23958e-05,2.23958e-05
166,311.545,3.08005,4.94078,3.45083,0.39134,0.02524,0.02454,0.00943,2.99144,4.38119,3.41703,2.18068e-05,2.18068e-05,2.18068e-05
167,313.495,3.10493,4.96576,3.45246,0.39123,0.02307,0.02469,0.00926,2.98555,4.37417,3.41275,2.12177e-05,2.12177e-05,2.12177e-05
168,315.562,3.0762,4.97416,3.45364,0.40551,0.02229,0.02549,0.00969,2.97836,4.37354,3.41168,2.06287e-05,2.06287e-05,2.06287e-05
169,317.584,3.13657,4.95571,3.43752,0.41048,0.017,0.02457,0.01016,2.97803,4.38321,3.4132,2.00396e-05,2.00396e-05,2.00396e-05
